experiment_name,outcome_code,outcome_label,outcome_definition,intervention_definition,network_code,network_label,interaction_matrix_label,beta,eta,field::black_share,field::family_household_share,field::female_household_share,field::hispanic_share,field::intercept,field::male_1521_share,field::renter_share,field::total_pop,field::vacant_share,interaction::centroid_distance_kernel_16,interaction::centroid_distance_kernel_8,interaction::contiguity,interaction::knn_16,interaction::knn_8,tau::t_0,tau::t_1,tau::t_10,tau::t_11,tau::t_12,tau::t_13,tau::t_14,tau::t_2,tau::t_3,tau::t_4,tau::t_5,tau::t_6,tau::t_7,tau::t_8,tau::t_9,final_loss
any_crime_gt_2_pm1__centroid_distance_kernel_16,any_crime_gt_2_pm1,Any-crime indicator: at most two total crimes vs more than two total crimes,+1 means there are at most two recorded crimes in the period; -1 means there are three or more recorded crimes in the period.,z = +1 means the block is under intervention in that quarter; z = -1 means no intervention in that quarter.,centroid_distance_kernel_16,Centroid-distance kernel with 16-nearest-neighbor support,Centroid-distance-kernel interaction matrix (16-neighbor support),-0.03788964398139478,0.5350273972354944,-0.2913860482075495,0.3404142421850599,-0.34944048399795075,-0.34974012403372984,0.254355072526872,0.2668838545964356,-0.18323086174911882,-3.382369355272399,-1.063575358222888,1.321131565802593,,,,,0.05268238166748786,-0.0709585651988536,-0.044574966288476764,-0.03304530818454032,-0.058022806191222714,-0.09847103637985345,0.14618508950002482,-0.031752486944329625,0.05714156899225891,0.007806273602358039,-0.02727782337561797,-0.022996702741747928,0.004424350457961213,-0.020164690056919166,-0.10434740083714532,0.2982000254902342
any_crime_gt_2_pm1__centroid_distance_kernel_8,any_crime_gt_2_pm1,Any-crime indicator: at most two total crimes vs more than two total crimes,+1 means there are at most two recorded crimes in the period; -1 means there are three or more recorded crimes in the period.,z = +1 means the block is under intervention in that quarter; z = -1 means no intervention in that quarter.,centroid_distance_kernel_8,Centroid-distance kernel with 8-nearest-neighbor support,Centroid-distance-kernel interaction matrix (8-neighbor support),-0.06263222287809303,0.5381566425076294,-0.30587669441635446,0.3709544960684118,-0.3806227425904416,-0.37154023605930875,0.2866163811747346,0.2082056386836023,-0.17093024350509586,-3.344703015125155,-1.1955518180709357,,1.3252375895463504,,,,0.05779699246411052,-0.07028399649894909,-0.048736118216099036,-0.03463909885202194,-0.06022163227085714,-0.10199681902526778,0.15404932028196863,-0.029104452526131894,0.06381020319093235,0.013380064919405372,-0.02418927030186146,-0.02027886319825036,0.010152087331881486,-0.015519365659775023,-0.10532986496984736,0.29878709391511404
any_crime_gt_2_pm1__contiguity,any_crime_gt_2_pm1,Any-crime indicator: at most two total crimes vs more than two total crimes,+1 means there are at most two recorded crimes in the period; -1 means there are three or more recorded crimes in the period.,z = +1 means the block is under intervention in that quarter; z = -1 means no intervention in that quarter.,contiguity,Geographic contiguity network,Contiguity interaction matrix,-0.124604038302036,0.5717669525580823,-0.33006196771058227,0.4101613556027545,-0.3618264598202756,-0.42840064484700974,0.3641921868009238,0.18952761953444072,-0.13084642480835343,-4.902816049677643,-1.4791441511970562,,,2.131807684615888,,,0.07206174351532818,-0.06757456207473361,-0.05349789537340683,-0.03995081444228527,-0.06046705935691835,-0.10864011283465523,0.17545604852257923,-0.022073886311918454,0.07472058884513297,0.021393909131422438,-0.020141502303980843,-0.012463191948388325,0.019086464963499413,-0.001687944325677426,-0.10975679371058371,0.3060510118964355
any_crime_gt_2_pm1__knn_16,any_crime_gt_2_pm1,Any-crime indicator: at most two total crimes vs more than two total crimes,+1 means there are at most two recorded crimes in the period; -1 means there are three or more recorded crimes in the period.,z = +1 means the block is under intervention in that quarter; z = -1 means no intervention in that quarter.,knn_16,16-nearest-neighbor centroid graph,16-nearest-neighbor interaction matrix,-0.02964963962924584,0.5406586622117144,-0.26713027377456344,0.3133355613196635,-0.3783840131120588,-0.39671960878761164,0.2083446073850405,0.28451430480542095,-0.1186521254377451,-4.03348640145929,-1.1308433585085877,,,,1.271539868437354,,0.04784803885774353,-0.07475612539913411,-0.047231274954494175,-0.03609125383302845,-0.059802198694887905,-0.09569094893735823,0.14319301814098906,-0.032261410545952586,0.049666080508603806,0.0023387184438031475,-0.0329703730439431,-0.024418658735051006,-0.001748022433246192,-0.02188649716346897,-0.10557167933105154,0.2994257161011679
any_crime_gt_2_pm1__knn_8,any_crime_gt_2_pm1,Any-crime indicator: at most two total crimes vs more than two total crimes,+1 means there are at most two recorded crimes in the period; -1 means there are three or more recorded crimes in the period.,z = +1 means the block is under intervention in that quarter; z = -1 means no intervention in that quarter.,knn_8,8-nearest-neighbor centroid graph,8-nearest-neighbor interaction matrix,-0.05264664713721756,0.5419883752352618,-0.27404655179085047,0.33976165546135806,-0.3830842431822738,-0.3866177875921718,0.2545271131017215,0.22277128398008028,-0.11489147269357176,-3.991372714628678,-1.242339304338338,,,,,1.0720158957945658,0.053852518829970296,-0.07303191589018208,-0.05069083337843954,-0.037135254089317726,-0.06138968534324114,-0.09936986495218815,0.15096213877710044,-0.02851135741560172,0.05736037109971723,0.009524557104256733,-0.028909295130034676,-0.020892638642324768,0.005903710821688228,-0.015694451138324475,-0.10517808205684843,0.2999343465181762
any_crime_gt_3_pm1__centroid_distance_kernel_16,any_crime_gt_3_pm1,Any-crime indicator: at most three total crimes vs more than three total crimes,+1 means there are at most three recorded crimes in the period; -1 means there are four or more recorded crimes in the period.,z = +1 means the block is under intervention in that quarter; z = -1 means no intervention in that quarter.,centroid_distance_kernel_16,Centroid-distance kernel with 16-nearest-neighbor support,Centroid-distance-kernel interaction matrix (16-neighbor support),-0.024758916627033688,0.6611287940417203,-0.35560856448947176,0.46194527066994584,-0.44136205348217095,-0.3905335231900847,0.3266136906174082,0.22386756022006088,-0.20553494003999204,-2.839891134232723,-1.0725027555507636,1.4891272248287881,,,,,0.058631251279657084,-0.06745227002476151,-0.039262981763135446,-0.028613444258146707,-0.07840287683037506,-0.09367839870479208,0.16946751796387838,-0.0047023197195792945,0.06461383294645887,0.0268081950271807,-0.03551478689276268,0.0020046981083305156,0.011744186084995119,-0.04663196222936222,-0.11012414487566802,0.20821988527812132
any_crime_gt_3_pm1__centroid_distance_kernel_8,any_crime_gt_3_pm1,Any-crime indicator: at most three total crimes vs more than three total crimes,+1 means there are at most three recorded crimes in the period; -1 means there are four or more recorded crimes in the period.,z = +1 means the block is under intervention in that quarter; z = -1 means no intervention in that quarter.,centroid_distance_kernel_8,Centroid-distance kernel with 8-nearest-neighbor support,Centroid-distance-kernel interaction matrix (8-neighbor support),-0.04341526246266403,0.662915284514114,-0.35961126789530495,0.489647012841075,-0.4811800390747282,-0.40398816269438026,0.3756869625272916,0.15929606091521237,-0.19298316375490202,-2.750055938068587,-1.195266372738615,,1.5162668562165427,,,,0.06445380582266583,-0.06452290161921778,-0.04110519567524114,-0.028337663876517094,-0.07994381587302116,-0.09589241557547686,0.17859144722700732,-0.0011476969950554644,0.07036463035412811,0.03282194596693022,-0.03270583187313341,0.0062217620514048435,0.019433375313026368,-0.04190969541498738,-0.1083619818107361,0.208372999716004
any_crime_gt_3_pm1__contiguity,any_crime_gt_3_pm1,Any-crime indicator: at most three total crimes vs more than three total crimes,+1 means there are at most three recorded crimes in the period; -1 means there are four or more recorded crimes in the period.,z = +1 means the block is under intervention in that quarter; z = -1 means no intervention in that quarter.,contiguity,Geographic contiguity network,Contiguity interaction matrix,-0.0949966179459947,0.7083463257641951,-0.38929205933341376,0.5173019765294737,-0.4566788378451699,-0.4474458462605437,0.5134204498303958,0.19486754071041837,-0.14270759796835733,-4.3602864978152915,-1.4826137762674572,,,2.2363702919187136,,,0.08078784161674944,-0.057936899032939734,-0.042440106195440724,-0.029502346728243454,-0.07469391093913862,-0.09900483687230972,0.20599436993462422,0.012316384335506046,0.08245403222230878,0.04097052297949968,-0.025050968624459772,0.02275560283100911,0.03305791342940382,-0.02429686764149644,-0.10971747599019187,0.21496042323691295
any_crime_gt_3_pm1__knn_16,any_crime_gt_3_pm1,Any-crime indicator: at most three total crimes vs more than three total crimes,+1 means there are at most three recorded crimes in the period; -1 means there are four or more recorded crimes in the period.,z = +1 means the block is under intervention in that quarter; z = -1 means no intervention in that quarter.,knn_16,16-nearest-neighbor centroid graph,16-nearest-neighbor interaction matrix,-0.005687222197151115,0.6682364014838683,-0.33274548935686216,0.4140587075836386,-0.5017544434950816,-0.4704202336603059,0.2636708005242993,0.27554463058727285,-0.12323451027826504,-3.4976332006005086,-1.1330330691496056,,,,1.4494270170766537,,0.05130163586124412,-0.07226390480371067,-0.042948229128758605,-0.03368163749165476,-0.07775931195512223,-0.0919553736928727,0.16550617898334072,-0.006201513387218808,0.05682119721448481,0.017004921548287755,-0.04228471519114946,0.00023624913704138584,0.004206874887048913,-0.049358633738226264,-0.11268013222392373,0.20931867207702745
any_crime_gt_3_pm1__knn_8,any_crime_gt_3_pm1,Any-crime indicator: at most three total crimes vs more than three total crimes,+1 means there are at most three recorded crimes in the period; -1 means there are four or more recorded crimes in the period.,z = +1 means the block is under intervention in that quarter; z = -1 means no intervention in that quarter.,knn_8,8-nearest-neighbor centroid graph,8-nearest-neighbor interaction matrix,-0.020560165327632662,0.6668236238446953,-0.3259892378806934,0.43241508989122135,-0.49782240416142265,-0.43752939169699784,0.32212091346428623,0.21408204953484747,-0.12049152767305144,-3.423832896424976,-1.2092427816889388,,,,,1.2667073929393458,0.05827661197736615,-0.06833224836387107,-0.04295040132384957,-0.032460340136822925,-0.07893426743665954,-0.09301759430111223,0.17268834845038736,-0.002407026865420724,0.0625189652561899,0.024017526119289288,-0.038147567496336784,0.005089190993621078,0.011659977883833682,-0.04447344659552922,-0.10913400920231743,0.2090702082945482
any_crime_gt_block_mean_pm1__centroid_distance_kernel_16,any_crime_gt_block_mean_pm1,Any-crime indicator: at or below the block-specific mean total crime vs above the block-specific mean,+1 means total crime is at or below that exact block's own time-average total crime; -1 means above the block-specific mean.,z = +1 means the block is under intervention in that quarter; z = -1 means no intervention in that quarter.,centroid_distance_kernel_16,Centroid-distance kernel with 16-nearest-neighbor support,Centroid-distance-kernel interaction matrix (16-neighbor support),0.054989052222719645,0.07923653065287788,-0.09553410619723045,0.022778132713667226,-0.02347684159206239,-0.03698276988659158,0.27873177867163035,-0.03702236936671931,-0.1010711209454492,-1.0108238209408733,-0.17823157958822544,0.542034556078899,,,,,0.05520377872531209,-0.04775296641019634,-0.07457883860523656,-0.05968780582070368,-0.08255673380962636,-0.09346952091504794,0.07764978198368845,-0.02675858996472722,0.06274011547813388,0.041847258078324144,0.006602321798435848,-0.006379685578129567,0.03585775475854163,-0.013574307983393045,-0.09413797756924776,0.6343229833754339
any_crime_gt_block_mean_pm1__centroid_distance_kernel_8,any_crime_gt_block_mean_pm1,Any-crime indicator: at or below the block-specific mean total crime vs above the block-specific mean,+1 means total crime is at or below that exact block's own time-average total crime; -1 means above the block-specific mean.,z = +1 means the block is under intervention in that quarter; z = -1 means no intervention in that quarter.,centroid_distance_kernel_8,Centroid-distance kernel with 8-nearest-neighbor support,Centroid-distance-kernel interaction matrix (8-neighbor support),0.06840869447860946,0.08013022144645825,-0.0986070197597944,0.028043032335179692,-0.03421455477116043,-0.049182951888719975,0.31382288586254636,-0.043702544237029066,-0.09987851291185577,-1.045931190553052,-0.21061369126879398,,0.4457944922199107,,,,0.06450362354544799,-0.04755406913282111,-0.07934443334816257,-0.06309421962533195,-0.0880111537845486,-0.10068576737354881,0.08845657057200257,-0.025078756928516372,0.07289241701462644,0.05036111873335104,0.012275787202459762,-0.0021697434084388665,0.0433300910912937,-0.010326020082786366,-0.09945975311798012,0.6347837518310641
any_crime_gt_block_mean_pm1__contiguity,any_crime_gt_block_mean_pm1,Any-crime indicator: at or below the block-specific mean total crime vs above the block-specific mean,+1 means total crime is at or below that exact block's own time-average total crime; -1 means above the block-specific mean.,z = +1 means the block is under intervention in that quarter; z = -1 means no intervention in that quarter.,contiguity,Geographic contiguity network,Contiguity interaction matrix,0.08124709687546405,0.08232287131079949,-0.10544989618190356,0.02770853172617272,-0.04149629206056876,-0.06903460018238042,0.3450860615109809,-0.03570067278483814,-0.09609456491437952,-1.3177823190691658,-0.22660831776178045,,,0.8783385521216338,,,0.07015373413088323,-0.047498068960687784,-0.08114211994905879,-0.06595366025628722,-0.09039182281602227,-0.10353208686685134,0.09510355762219767,-0.02265159971978636,0.08047834490591116,0.0562253553655205,0.015786350053345884,0.0011261500941014252,0.048150320468071564,-0.00675538038005547,-0.10174020668579173,0.6359110224334432
any_crime_gt_block_mean_pm1__knn_16,any_crime_gt_block_mean_pm1,Any-crime indicator: at or below the block-specific mean total crime vs above the block-specific mean,+1 means total crime is at or below that exact block's own time-average total crime; -1 means above the block-specific mean.,z = +1 means the block is under intervention in that quarter; z = -1 means no intervention in that quarter.,knn_16,16-nearest-neighbor centroid graph,16-nearest-neighbor interaction matrix,0.06430511141470177,0.07913475874548183,-0.09218419501683492,0.019183573825135997,-0.02737476726300179,-0.049322540886177844,0.27850147029201355,-0.04200808516974672,-0.0884089733809448,-1.1196395625310156,-0.20000807651443459,,,,0.5296825675472393,,0.05243169140196004,-0.04678602421061379,-0.07285369291774434,-0.05952434878879551,-0.08092421719552163,-0.09160719560046013,0.07452450110479639,-0.024844332371451044,0.061339555167197815,0.04001963727334756,0.0056776080269194335,-0.005949284779872605,0.033586379020116464,-0.013120296673042651,-0.09119570367033199,0.6343103659248881
any_crime_gt_block_mean_pm1__knn_8,any_crime_gt_block_mean_pm1,Any-crime indicator: at or below the block-specific mean total crime vs above the block-specific mean,+1 means total crime is at or below that exact block's own time-average total crime; -1 means above the block-specific mean.,z = +1 means the block is under intervention in that quarter; z = -1 means no intervention in that quarter.,knn_8,8-nearest-neighbor centroid graph,8-nearest-neighbor interaction matrix,0.07403665301212885,0.08017863954568785,-0.09727379889999851,0.025181362953887017,-0.036065121430195815,-0.055352940280335716,0.31426806026521553,-0.043088850746530516,-0.09077944047149317,-1.1533224752507767,-0.2213160346644626,,,,,0.3630373233308195,0.0626129024945812,-0.046876730369550645,-0.07847046139288222,-0.06321093651994966,-0.0870451051763752,-0.09936770579963967,0.08681616581964345,-0.023879608959502793,0.07234975774725849,0.04907028811099145,0.012035983515525452,-0.0018645047647131187,0.04177544660224743,-0.010043986708010174,-0.09736063883989936,0.6348064077443917
any_crime_gt_district_mean_pm1__centroid_distance_kernel_16,any_crime_gt_district_mean_pm1,Any-crime indicator: at or below district-average total crime vs above district average,+1 means total crime is at or below the neighborhood-district mean; -1 means above the district mean.,z = +1 means the block is under intervention in that quarter; z = -1 means no intervention in that quarter.,centroid_distance_kernel_16,Centroid-distance kernel with 16-nearest-neighbor support,Centroid-distance-kernel interaction matrix (16-neighbor support),0.0889211914017962,0.35688808184553134,-0.12103737561570364,0.1439605683801544,-0.09270405792377216,-0.10267832551887579,0.2395465834201325,0.17547388837443806,-0.13549069901567073,-4.010488127863037,-1.2577206061594004,1.1566077989085528,,,,,0.029839432393114894,-0.0665577406432853,-0.02936421531845095,-0.030896977930928566,-0.05813293970358702,-0.06800500467293626,0.08391726738197351,-0.025609049894506228,0.04146445266654136,-0.0003415888109110341,-0.021784174613318018,-0.020331722705353363,0.006103304344408666,-0.029761282276044968,-0.06872037130210032,0.4885915240806768
any_crime_gt_district_mean_pm1__centroid_distance_kernel_8,any_crime_gt_district_mean_pm1,Any-crime indicator: at or below district-average total crime vs above district average,+1 means total crime is at or below the neighborhood-district mean; -1 means above the district mean.,z = +1 means the block is under intervention in that quarter; z = -1 means no intervention in that quarter.,centroid_distance_kernel_8,Centroid-distance kernel with 8-nearest-neighbor support,Centroid-distance-kernel interaction matrix (8-neighbor support),0.1131332553094307,0.36131859729485144,-0.11989045609088848,0.16271859899476068,-0.11419013539246871,-0.1313051786152452,0.3057636133004011,0.12782132032164772,-0.1310211965416568,-3.9917823652812845,-1.367706349924289,,1.0803340548664435,,,,0.04033322043918354,-0.06391643818335062,-0.03103076635928967,-0.03249013505603884,-0.06017387028864472,-0.07298402020668716,0.09738135796456282,-0.02129739377818257,0.0546255022140657,0.00995255055691855,-0.01501080092526437,-0.014445111414390817,0.01397997716815611,-0.024915357030600077,-0.07197229630553771,0.49010251725378795
any_crime_gt_district_mean_pm1__contiguity,any_crime_gt_district_mean_pm1,Any-crime indicator: at or below district-average total crime vs above district average,+1 means total crime is at or below the neighborhood-district mean; -1 means above the district mean.,z = +1 means the block is under intervention in that quarter; z = -1 means no intervention in that quarter.,contiguity,Geographic contiguity network,Contiguity interaction matrix,0.1620320465881419,0.3769805844679301,-0.09868344782676358,0.16450758481435754,-0.10470547904827608,-0.17183994937835592,0.4176128640658667,0.10856038248681298,-0.11298805202033507,-4.996077443408962,-1.5407922689382736,,,2.143060057363297,,,0.05235232150916068,-0.05596043444294131,-0.028943711326456224,-0.0330963693528998,-0.05776782612792305,-0.07544568357455178,0.11240541876615286,-0.01211715475539968,0.0704650012537158,0.02374085270628173,-0.006327791439440566,-0.0041695308584777805,0.02358753159031426,-0.015417008663324211,-0.07341994572384081,0.495794495078169
any_crime_gt_district_mean_pm1__knn_16,any_crime_gt_district_mean_pm1,Any-crime indicator: at or below district-average total crime vs above district average,+1 means total crime is at or below the neighborhood-district mean; -1 means above the district mean.,z = +1 means the block is under intervention in that quarter; z = -1 means no intervention in that quarter.,knn_16,16-nearest-neighbor centroid graph,16-nearest-neighbor interaction matrix,0.1209890657249697,0.36067640434181925,-0.10719396640557081,0.13426818217398648,-0.10591895714150824,-0.11795897160879076,0.25571384219044113,0.15865411669828358,-0.10008688887768309,-4.464720903262204,-1.3938061605590324,,,,1.079679273760034,,0.02852284513125499,-0.06328467949237385,-0.027586099876694574,-0.030380227437869577,-0.056332097815973266,-0.06584653070469125,0.08159619007032336,-0.02153259908188749,0.041769748643199205,9.14648464828611e-05,-0.021552941449428143,-0.01741517273897596,0.00529054089414833,-0.02799861716978608,-0.06735517613279286,0.4898943838387455
